년도	제목	장르	가사
2011	직감	록/메탈	네가 날 떠날 거란 직감이 와 Don't give up 자꾸만 이런 저런 핑계들만 Don't give up 느낌이 달랐던 싸늘한 Bye Bye Don't give up 난 보낼 수 없어 Because I love you 나를 사랑한다 할 땐 언제고 이제 와서 Why you say goodbye 이대로 보낼 순 없어 never because I love you 이유 아닌 이유로 나를 떠나가려 하지마 Please don't go go go 제발 떠나가지마 한번만이라도 날 돌아봐줄래 Please don't go go go 슬픈 인사는 싫어 널 사랑하니까 다시 돌아와 Step by step one two three Dipdi daridu 긴긴 시간들이 너를 지워가겠지만 Step by step one two three Dipdi daridu 난 하루 하루가 고통일거야 너와 난 끝이라는 직감이 와 Don't give up 자꾸만 이런저런 짜증들만 Don't give up 기회만 엿보다 차가운 Bye Bye Don't give up 난 보낼 수 없어 Because I love you 거짓 같은 사랑이 점점 나를 아프게만 해 Please don't go go go 제발 떠나가지마 한번만이라도 날 돌아봐줄래 Please don't go go go 슬픈 인사는 싫어 널 사랑하니까 다시 돌아와 Step by step one two three Dipdi daridu 긴긴 시간들이 너를 지워가겠지만 Step by step one two three Dipdi daridu 난 하루 하루가 고통일거야 Uh 네 입술은 이별을 말하길 원해 네 눈빛은 나를 피하려고만 해 I ready know 난 아주 직감적으로 I don't wanna say goodbye Don't say goodbye 이별을 말하지마 Don't say bye bye 나를 떠나지마 사랑을 떠나서 나란 사람에게 이러지마 Because I love you Don't say no no no 내 눈을 피하지마 한 걸음 한 걸음 왜 멀어지려 해 Don't say no no no 그런 표정은 싫어 눈물로 이렇게 애원하잖아 Please don't go go go 제발 떠나가지마 Don't break my heart Don't you break my heart 나를 떠나지마 yeah still loving you Please don't go go go 슬픈 인사는 싫어 널 사랑하니까 다시 돌아와 Step by step one two three Dipdi daridu 긴긴 시간들이 너를 지워가겠지만 Step by step one two three Dipdi daridu 매일 매일이 악몽일거야
2011	그 곳	록/메탈	지하철을 타고 네게 갈 때 그 설레임과 작은 불안 눈을 마주치면 무슨 말을 할지 바보처럼 계획을 세웠지 늘 생각처럼 되진 않았어 날 기다리던 네게 갈 때 그 두근거림과 작은 희망 눈을 마주치면 어색해지더라도 계속 너와 함께 걷고 싶었지 늘 생각처럼 되진 않았어 시간을 넘어 너와 함께 처음 가본 그 곳에서 나의 손을 잡았을 때 아무 말도 할 수 없어 눈을 감아버렸어 날 기다리던 네게 갈 때 그 두근거림과 작은 희망 눈을 마주치면 어색해지더라도 계속 너와 함께 걷고 싶었지 늘 생각처럼 되진 않았어 시간을 넘어 너와 함께 처음 가본 그 곳에서 나의 손을 잡았을 때 아무 말도 할 수 없어 눈을 감아버렸어 그리고 서로가 뒤돌아서야할 때 늘 생각처럼 되진 않았지 그렇게 시간에 흘러 멀어져 갔지만 난 가끔 그 곳을 떠올려 시간을 넘어 너와 함께 바라보던 하늘 그 곳에서 너의 시선 느꼈을때 아무 말도 할 수 없어 시간을 넘어 너와 함께 처음 가본 그 곳에서 나의 손을 잡았을 때 아무 말도 할 수 없어 눈을 감아버렸어
2011	Love Girl (New Ver.)	록/메탈	Tell me Tell me 사랑을 말해줘 Tell me Tell me 네 사랑 전해줘 Love me Love me 내 품에 안겨줘 Kiss me Kiss me 너만을 사랑해 네가 웃을 땐 난 바보처럼 내가 널 볼 땐 넌 마치 예쁜 인형처럼 가슴이 너무 두근두근 두근거려 너 때문에 난 하루하루 행복해져 I want you oh my love 나만 바라봐줘 너만을 사랑해 세상 모두 변해도 Oh my love 너만 보면 뛰는 가슴 언제까지나 너만 담고 있을게 L O V E GIRL 내 손을 잡고 Fly L O V E GIRL 나를 믿고 Fly high L O V E BOY Yes we can fly to the sky L O V E BOY I want take u there baby Tell you Tell you 사랑을 말할게 Tell you Tell you 내 사랑 고백해 Love you Love you 내 손을 잡아줘 Kiss you Kiss you 영원히 사랑해 네가 들려주는 음악처럼 네가 들려주는 달콤한 콧노래처럼 1분 1초가 너무너무 소중해져 매일 듣고 싶어 사랑 사랑 사랑해 널 I want you oh my love 나만 사랑해줘 널 사랑하니까 다른 사랑 변해도 Oh my love 너를 그린 작은 가슴 언제까지나 너만 안고 있을게 L O V E GIRL 내 손을 잡고 Fly L O V E GIRL 나를 믿고 Fly high L O V E BOY Yes we can fly to the sky L O V E BOY I want take u there baby I want you oh my love 나만 바라봐줘 너만을 사랑해 세상 모두 변해도 Oh my love 너만 보면 뛰는 가슴 언제까지나 너만 담고 있을게 L O V E GIRL Take Take Take my hands L O V E GIRL Grab Grab Grab my hands L O V E BOY Yes we can fly to the sky L O V E BOY I want take u there baby Take Take Take my hands baby you know What I want u 쿵쾅거리는 심장소리가 들리니 can u feel my beat Take Take Take my hands baby you know what I want u 나는 너 아니면 안 돼 너만이 make me laugh you make me laugh L O V E GIRL
2011	Hello Hello	록/메탈	안녕이란 말 Hello hello 이젠 Goodbye goodbye 말이야 사랑한단 말이야 못 잊는단 말이야 다시 돌아오란 말이야 아니야 이제 와서 이건 아니야 너와 나 정말 사랑했잖아 Listen up I Nobody nobody nobody no one 너 밖엔 없어 십 년이 지나도 강산이 변해도 너 밖엔 없어 바보야 날 보란 말이야 오늘도 너를 향해 소리쳐 안녕이란 말 Hello hello 이젠 Goodbye goodbye 잊으려고 자꾸 애를 써도 그게 안돼 난 Hello hello Oh 넌 Goodbye goodbye 아직까지 너를 사랑한단 말이야 말이야 보고 싶단 말이야 못 보낸단 말이야 제발 가지 말란 말이야 아니야 이별이란 말은 아니야 너와 나 아직 사랑하잖아 Listen up I 안녕이라 말하며 다가왔다 사랑이란 말로 날 바보로 만들었다 함께한 시간은 널 못 잊게 만들었다 그리고 떠나갔다 너밖에 없는 내게 넌 또 다른 안녕을 말한다 거짓말 날 보고 말해봐 정말 날 떠날 거란 말이니 안녕이란 말 Hello hello 이젠 Goodbye goodbye 잊으려고 자꾸 애를 써도 그게 안돼 난 Hello hello Oh 넌 Goodbye goodbye 아직까지 너를 사랑한단 말이야 Everybody say La la la Everybody say Ha ha ha Everybody say Ta ta ta Everybody say Hello hello hello 내가 널 부를 땐 Hello 네가 날 부를 땐 Goodbye 우리서로 다른 슬픈 인사말 사랑하니까 Hello hello 안돼 Goodbye goodbye 잡으려고 하면 멀어지는 나의 사랑 난 Hello hello Oh 넌 Goodbye goodbye 오늘도 외치는 널 부르는 인사말 Hello hello 이젠 Goodbye goodbye 잊으려고 자꾸 애를 써도 그게 안돼 난 Hello hello Oh 넌 Goodbye goodbye 아직까지 너를 사랑한단 말이야
2011	죽을래 사귈래	록/메탈	음와 오빠야 너 정말 죽을래 아니면 나랑 사귈래 난 네가 좋아 넌 나를 몰라 난 너만 원해 넌 나를 피해 하지만 너는 하지만 너는 하지만 넌 나를 몰라 난 네가 좋아 넌 나를 피해 난 너만 원해 하지만 너는 하지만 너는 도대체 통화중 부재중 너 정말 죽을래 사귈래 아니면 나랑 살래 어떡할래 넌 내 맘 몰라 넌 너무 몰라 넌 내가 겁나 뭐 그리 겁나 하지만 너는 하지만 너는 도대체 통화중 부재중 너 정말 죽을래 사귈래 아니면 나랑 살래 어떡할래 너 진짜 이럴 거야 오빠가 너 혼낼 거야 오빠가 너 벌줄 거야 왜 왜 왜 왜 왜 난 네가 좋아 난 너만 원해 하지만 너는 하지만 너는 넌 내 맘 몰라 넌 너무 몰라 하지만 너는 하지만 너는 도대체 통화중 부재중 너 정말 죽을래 사귈래 아니면 나랑 살래 어떡할래 난 너를 간절히 원하는데 너와 연락이 닿지 않는 이유 이제야 나 알고 말았어 어떻게 내게 이럴 수가 수신거부 스팸차단 접근금지 너 정말 죽을래 사귈래 아니면 나랑 살래 어떡할래 죽을래 사귈래 아니면 나랑 살래 어떡할래 죽을래 사귈래 죽을래 사귈래 죽을래 사귈래 죽을래 사귈래 죽사 죽사 죽사 죽사 죽사 죽사 죽사 죽사 사사사 너 정말 죽을래 아니면 나랑 사귈래 센치한 하하
2011	안아줘요	록/메탈	비 오는 날 어느 그날 밤 같은 우산 아래 약속한 주기로 했던 거 잊었나요 힘이 들고 어지러운 날 내가 비틀비틀 거리면 주기로 했던 거 잊었나요 줘요 주세요 지금 달라니까요 줘요 주세요 그냥 달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 출근부터 퇴근 때까지 나를 미워하는 상사의 싫은 소릴 줄창 들었어요 울음보가 터지기 전에 커피 한잔 하고 싶은데 불러낼 사람 하나 없어요 줘요 주세요 지금 달라니까요 줘요 주세요 그냥 달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 허리가 끊어지도록 쇄골이 부서지도록 뒷목이 뻐근하도록 온몸이 빨개지도록 안아 안아 안아 달라니까요 안아 안아 안아 달라니까요 안아 안아 안아 달라니까요 안아 안아
2011	동경소녀	록/메탈	오랜만이야 정말 보고 싶었지만 내 하찮은 자존심이 허락안했어 헤어진후에 많이 달라진것같아 늘 해오던 긴머리가 네겐 어울려 니가 떠난후 빈자리가 너무나 컸었다고 말하고 싶은데 but I still love you 넌 왜 지금도 나를 자꾸만 나를 아프게 해 Oh My 지금도 너를 나만의 너를 I Still Love You 몇번씩이나 전화하려 했었지만 니 곁에선 그 사람이 맘에 걸렸어 느낄수 있어 이제 많이 편해보여 너 말없이 웃어주니 나는 서글퍼 너무 늦었나 보고싶다 내맘도 이제와서 부담일뿐이니 but I still love you 넌 왜 지금도 나를 자꾸만 나를 아프게 해 Oh My 지금도 너를 나만의 너를 I Still Love You 넌 왜 지금도 나를 자꾸만 나를 아프게 해 Oh My 지금도 너를 나만의 너를 I Still Love You
2011	달의 몰락	록/메탈	나를 처음 만났을 때도 그녀는 나에게 말했지 탐스럽고 이쁜 저 이쁜 달 나랑 매일 만날 때에도 그녀는 나에게 말했어 탐스럽고 이쁜 달이 좋아 그녀가 좋아하던 저 달이 그녀가 사랑하던 저 달이 지네 달이 몰락하고 있네 나를 무참히 차 버릴 때도 그녀는 나에게 말했지 탐스럽고 이쁜 저 이쁜 달 나랑 완전히 끝난 후에도 누군가에게 또 말하겠지 탐스럽고 이쁜 달이 좋아 그녀가 좋아하던 저 달이 그녀가 사랑하던 저 달이 지네 달이 몰락하고 있네 그녀가 좋아하던 저 달이 그녀가 사랑하던 저 달이 지네 달이 몰락하고 있네 지네 달이 몰락하고 있네
2011	막걸리나	록/메탈	그녀가 나를 사랑해 오오오 이렇게 아름다운 그녀가 날 사랑하네 오오오 Ivory magic 오오오 오 막걸리나 오오오 Ivory magic 오오오 Hey Bradley do you know 막걸리 오 막걸리 좋아요 그녀는 꼭 한잔 마신 후에 부드러운 손등으로 입술을 닦죠 막걸리나 홍조 띈 그녀의 볼 위에 촉촉한 눈망울 날 사랑하나요 그대 막걸리나 그녀가 나를 사랑해 막걸리나 이렇게 아름다운 그녀가 날 사랑하네 Ivory magic 오 막걸리나 막걸리나 건배 한잔을 부딪힐 때 오갔었던 그 눈빛은 내 착각은 아니겠죠 막걸리나 그녀가 나를 사랑해 막걸리나 이렇게 아름다운 그녀가 날 사랑하네 Ivory magic 오 막걸리나 막걸리나 그녀가 나를 사랑해 막걸리나 이렇게 아름다운 그녀가 날 사랑하네 Ivory magic 막걸리나 막걸리나 아저씨 어디 사세요 지금 영업 끝났어요 이제 집에 가요 아저씨 어디 가세요 우리 막걸리남았나 막걸리남았나 오 아 오 아 오예 헤이 누나 막걸리나 다같이 막걸리나 마지막 한번만 더 막걸리나 Hey Bradley do you like 막걸리 막걸리 가자 오
2011	서울사람들	록/메탈	헤이 브래드 완전 Tired Tonight 아 범준 괜찮아 아니요 브래드 오늘 사장님한테 혼났어요 아 진짜 짜증나 아저씨 오늘 밤 힘드나요 눈가에 드리운 다크서클 인생이 뭐 길래 사는게 뭐길래 완전 Tired Tonight 아가씨 어디가 클럽가요 아니요 오늘도 야근해요 인생이 뭐 길래 사는게 뭐길래 완전 Tired Tonight 꺼지지 않는 이 밤의 불빛 오 서울 사람들 All night All night All night All night I don't wanna work all tonight 아저씨 아가씨 오늘 밤 다 흔들흔들 완전 Tired Tonight I wanna go dancing tonight 매일 잠 못이룰 서울 사람들 미소를 잃어버린 친구들 알 수 없는 우리 인생들 Don't know why Tell me Why 오 Tired tonight 이봐요 헤이 미스터 헤이 미스터 브래드 오늘 밤 스트레스 풀러갈까요 아니요 나 지금 드럼쳐야돼요 완전 Tired Tonight 멈추지 않는 이 밤의 별빛 오 서울사람들 좀 더 More 좀 더 More 늘어가는 스트레스 넥타일 풀고서 떠나길 바라는 아저씨 아가씨 오늘 밤 다 흔들흔들 완전 Tired Tonight I wanna go dancing tonight 매일 잠 못이룰 서울 사람들 미소를 잃어버린 친구들 알 수 없는 우리 인생들 Don't know why Tell me Why 오 Tired tonight 오 Tired tonight 완전 Tired tonight 완전 Tired tonight I wanna go dancing tonight 잠 못이룰 서울 사람들 미소를 잃어버린 친구들 알 수 없는 우리 인생들 Don't know why Tell me Why 오 Tired tonight 월요일도 Tired 화요일도 Tired 수요일도 목 금 토 Tired
