년도	제목	장르	가사
2012	Know Your Name (Feat. Dok2)	R&B/Soul	네가 들어선 순간 이 곳엔 너와 나 딱 둘만 보일 뿐 화려한 조명 아랜 아무도 안보여 부정해 그 누가? 그래 난 다 가졌어 너 빼고 나에 대한 걱정은 다 됐고 빨리 내 손을 잡아 let's go 조금 늦었지만 i go by the name of mr. gonzo repin' aom&illionaire that's my crew 그래도 혹시 내가 누군지 몰라? just play my music 나는 다른 그들과는 달라 그게 아니라면 i would never holla 내가 원하는 건 네 번호 아닌 이름 나를 믿어 gotta come get my love / See you that 들어와서 널 딱 본 순간부터 너 빼고 이 클럽 안은 비어 보였어 no~ 난 춤을 추며 이 밤 즐기러 온 건데 시선은 계속 너한테만 가는걸 girl let me get it little closer  cuz i just want to get to know yah  대화를 나눠 나와 나와 같이 춤 춰봐 네가 원한대로 다 해 기회만 달라고 *There aint no need to go I wanna take it slow 이 밤의 끝이 와도 우린 이어가자고 Just meet on the floor I will give u a show 일단 이름부터 말해줘 **걱정하지 말아 난 널 알고 싶은 남자 I just wanna know your name  우린 차근차근 가자 난 남들과 좀 달라 I just wanna know your name  난 지금 너 하나만 보고 있어 You know what it is 내 진심을 보여줄게  You are So beautiful 기회만 줘 사귀자고 하지 않았어 I just wanna know yo name / Woo girl~ 네가 원하는 속도로 갈게 네가 원하는 곳에서 있어 그래도 내 맘속으로 it’s you 널 갖고 싶어서 미치겠어 그래도 일단 지금 내가 참을게 *there aint no need to go i wanna take it slow 이 밤의 끝이 와도 우리는 이어가자고 just meet on the floor i will give u a show  일단 이름부터 말해줘 **걱정하지 말아 난 널 알고 싶은 남자 I just wanna know your name  우린 차근차근 가자 난 남들과 좀 달라 I just wanna know your name  난 지금 너 하나만 보고 있어 You know what it is 내 진심을 보여줄게  You are So beautiful 기회만 줘 사귀자고 하지 않았어 I just wanna know yo name / Your name x 10 나 마음 있는데 just wanna know yo name girl i aint playing no games 더 알고 싶은데 just wanna know your name just wanna know your name **걱정하지 말아 난 널 알고 싶은 남자 I just wanna know your name  우린 차근차근 가자 난 남들과 좀 달라 I just wanna know your name  난 지금 너 하나만 보고 있어 You know what it is 내 진심을 보여줄게  You are So beautiful 기회만 줘 사귀자고 하지 않았어 I just wanna know yo name
2013	모던하게 (Feat. 쇼리 Of 마이티마우스)	R&B/Soul	너를 내 맘에서 헤치울 거야 imma hate you 이젠 아냐 ma boo 넌 유행 지난 상품 새로운 사랑에 목말라 이젠 제발 나가줘 in my life 눈을 뜨면 한참 부어있어 이제는 널 씻을래 찬물 같은 너를 never ever 너를 miss you boy 너 땜에 lonely lonely lonely won't you love me 어제는 너의 말에 눈물을 뚝 뚝 떨어뜨린 너의 그 말 모르겠어 애써 널 왜 잡으려 했었는지 오늘 나는 너를 지워 너를 너를 너를 tonight 그래 이제부터 모던 모던 모던 모던하게 변할래 조금 조금 조금씩 아무도 모르게 나를 바라보네 어디를 가든지 모두 다 내게 이런 말을 하네 오늘 예뻐 보여 너 너 말고 다른 사람들은 다 알지 they know i got it i'm very rare 이젠 새로운 시작 마치 window 너란 무인도에서 벗어나는 거야 i'm fly more far from you no lie 이젠 나도 몰라 슬픔 후회 전부 니꺼라는 것밖에 넌 다시 내게 힘껏 외칠껄 come back to me girl 내 맘을 뚝 뚝 부러뜨린 너의 그 말 다 지겨워 계속 왜 내 머리에 맴도는지 오늘 난 또 너를 지워 지웠던 널 지워 또 다신 찾지 못하게 그래 이제부터 모던 모던 모던 모던하게 변할래 조금 조금 조금씩 아무도 모르게 나를 바라 보네어디를 가든지 모두 다 내게 이런 말을 하네 오늘 예뻐 보여 너 다 말을 못해 시름시름 앓다 먼훗날 나 오늘을 후회할지 모르니 너야 나 어떻게 해 너 때문이야 괜찮은 척 애써 웃으려 했었어 그래 이제부터 모던 모던 모던 모던 하게 날 향해 조금 조금 조금씩 네 맘이 바뀌게 다시 나를 볼 때 너조차 모르게 네 맘이 처음처럼 뛸 수 있게 다시 이제부터 모든 모든 모든 모든할게 변할래 조금 조금 조금씩 아무도 모르게 나를 쳐다보네 어떻게 아는지 모두 다 내게 이런 말을 하네 뭔가 슬퍼 보여 너 
2014	행복하지마	R&B/Soul	I never had a chance to say that I miss you that I miss you 항상 옆에 있을 거란 착각에 빠져 있던 난데 이제 다른 남자 품 안에 사랑 받고 있고 다정한 그 모습으로 날 미치게 하고 후회한 만큼 가슴은 찢어질 것 같고 가만히 서 있는 내가 너무 화가 나고 행복하지마 절대로 행복하지마 나를 떠나버리면서 don't you dare crack a smile 행복하지마 절대로 행복하지마 아무것도 변하지 않을 거란 거짓말 같은 말은 필요 없어 Oh oh oh oh Oh oh oh oh Oh oh oh oh I never had a chance to say that I love you that I love you 있는 자존심 다 버리고 이렇게 빌고 있는 난데 이제 다른 여자 품 안에 사랑 받고 있고 다정한 그 모습으로 날 미치게 하고 후회한 만큼 가슴은 찢어질 것 같고 가만히 서 있는 내가 너무 화가 나고 행복하지마 절대로 행복하지마 나를 떠나버리면서 don't you dare crack a smile 행복하지마 절대로 행복하지마 아무 것도 변하지 않을 거란 거짓말 같은 말은 필요 없어 내가 너에게 제일 친한 친구란 말은 집어 치워 뭐가 그렇게 두려워서 솔직하지 못 한거니 Just think about the times that only you and I know How can you throw it away 제발 떠나가지 마 행복하지마 절대로 행복하지마 나를 떠나버리면서 don't you dare crack a smile 행복하지마 절대로 행복하지마 아무것도 변하지 않을 거란 거짓말 같은 말은 필요 없어 행복하지마 절대로 행복하지마 나를 떠나버리면서 don't you dare crack a smile 행복하지마 oh no no no 아무것도 변하지 않을 거란 거짓말 같은 말은 필요 없어 
2014	You`re My Lady	R&B/Soul	안녕 내 사랑 오늘 따라 예쁘네 어디를 가든 시선들이 집중 돼 You Are My Lady How Beautiful You Are Gotta Go Gotta Go 맘이 가는 대로 Baby I Want To Know I'm Ready 1 2 3 And Feel The Groove Baby 지금부턴 My Show Time 머리부터 발 끝까지 난 Make You Perfect My Lady 젠틀 한 듯 터프 하게 네 맘 Up And Down 빠져들게 머리부터 발 끝까지 넌 My Kind Of Lady 매끈한 다리 숨막히게 섹시해 바람을 타고 날리는 너의 Perfume You Are My Lady How Beautiful You Are Gotta Go Gotta Go 맘이 가는 대로 Baby I want to know I'm Ready 123 And Feel The Groove Baby 지금부턴 My Show Time 머리부터 발 끝까지 난 Make You Perfect My Lady 젠틀 한 듯 터프 하게 네 맘 Up And Down 빠져들게 머리부터 발끝까지 넌 My Kind Of Lady How Are You Doing Baby 내 생각 중인 Lady 넌 내 밤 넌 내 꿈 넌 내 잠 너 없인 별을 잃어버린 기분 하늘에서 물이 말라버린 기분 바다에서 Baby I Don't Want To Go Away I Don't Want To Go I Don't Want To Go Away I Don't Want You Go Please Don`t Go Away 신호를 줘요 그대 없인 너무 길어 Baby Girl Baby Girl I Don’t Want To Know Please Girl Please Girl I Don't Want To Go Put Your Hands Up In The Air Like This We’re Good To Go Baby Let’s Go 안녕 내 사랑 1 2 3 And Feel The Groove 1 2 3 And Feel The Groove Baby 지금부턴My Show Time 머리부터 발 끝까지 난 Make You Perfect 젠틀 한 듯 터프 하게 네 맘 Up And Down 빠져들게 머리부터 발 끝까지 넌 My Kind Of Lady Make You Perfect My Kind Of Lady 1 2 3 And Feel The Groove 지금부턴 My Show Time 
2014	히히하헤호	R&B/Soul	너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow On a rainy day 눈가에 고이는 눈물 닦아주고 Sunny day 너무 신기하게 Boy you got a way of making me smile 짜증나는 하루 보내버리고 어두운 표정으로 나타나면 내게 하는 말 Turn that frown upside down 귀찮을 것 같은데도 나도 모르게 I'm smiling 잠에서 깬 상태로 너의 두 눈을 봐 what else do you want me to do 달이 환하게 비치는 너의 두눈에 안겨 ye thats all we wanna do 너의 표정을 비롯해 마음까지도 포용할 수 있어 girl 난 밑 빠진 독 같던 놈들이 아니야 똑같이 보진 말어 i see what you see so come and let me holla back 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow 서로를 알아가는 매일이 내겐 너무 달어 부드러운 카푸치노 거품 같어 우리 소중한 시간이 내겐 너무 짧어 밀고 당기는 데에 유난히 서툰 나라서 비가 오는 날이던 날이 맑은 날이던 니가 웃고 있다면 내겐 좋은 날이 돼 내 마음을 알고 있다면 거기 서 있어 그대로 언제나 너가 내게 처음 웃어주던 그때로 hey 너만보면 나도몰래 히히 니가 웃을땐 나도 하헤호 깊이 빠졌어 내게 완전히 나는 헤엄쳐 인어공주 같이 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow Only you 너만이 나를 달랠 수 있어 alright it's gonna be ok baby We're like Bonnie and Clyde Cheese and wine Yeah 우린 꽤 어울리는 partner 우리 둘 사이는 아무도 못 갈러 약속해 you'll never make me cry 잠에서 깬 상태로 너의 두 눈을 봐 잠에서 깬 상태로 너의 두 눈을 봐 what else do you want me to do what else do you want me to do 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow 
2014	Hello	R&B/Soul	ma ma moo We would like to welcome you 화사한 문별이 솔라 휘인 ma ma moo We would like to say hello Delicate sun moon We are ma ma moo 
2014	Mr.애매모호	R&B/Soul	mama mama moo 실례지만 내게 뭐가 묻은 거니 니 눈빛에 내가 헷갈리잖니 ma ma moo ma ma moo 거기 Mr 애매모호 쳐다만 보지 말고 좀 더 다가와 봐 쉿 뭐 지금 저한테 관심 있으세요 There is a boy hello Mr 애매모호 애매모호 니 덫에 걸린 난 애정결핍 여우 ma ma moo ma ma moo 거기 Mr 애매모호 찔러보지만 말고 저질러봐 now 신사숙녀 여러분 lets get on with the show Show Show Show Show Show Darling is you woo 아직 넌 왜 눈치를 못 챘니 넌 Mr 애매모호 날 헷갈리게 하지 마 ooh ooh ooh ooh ooh ooh ooh My love is for you woo come on 왜 자꾸 내 맘을 몰라주는 거니 왜 oh Mr 애매모호 날 갖고 놀려 하지 마 shoot shoot shoot shoot shoot shoot shoot shoot 꼭 꼭 숨어 머리카락 보일라 캔디를 문 듯한 달콤한 말투 양의 탈을 쓴 넌 꼬리치는 늑대 ma ma moo ma ma moo 거기 Mr 애매모호 내숭떨지 말고 나를 가져봐 쉿 oh 신사숙녀 여러분 lets get on with the show Show Show Show Show Show Darling is you woo 아직 넌 왜 눈치를 못 챘니 넌 Mr 애매모호 날 헷갈리게 하지 마 ooh ooh ooh ooh ooh ooh ooh My love is for you woo come on 왜 자꾸 내 맘을 몰라주는 거니 왜 oh Mr 애매모호 날 갖고 놀려 하지 마 shoot shoot shoot shoot shoot shoot shoot shoot 꼭 꼭 숨어 머리카락 보일라 어서 말해봐 Mr 애매모호 왜 삐딱하게 구는 건 데 마치 베레모 사람 간보지 말고 빨리 와요 내게로 사랑은 쟁취하는 거야 불러 봐요 세레모니 ma ma moo ma ma moo 거기 Mr 애매모호 아마도 나 말고 딴 여자 있는 것 같다고 awwww now oh 신사숙녀 여러분 lets get on with the show Show Show Show Show Show Darling is you woo you yeah ho 아직 넌 왜 눈치를 못 챘니 Mr 애매모호 날 헷갈리게 하지 마 ooh ooh ooh ooh ooh ooh ooh My love is for you wooonly for you 왜 자꾸 내 맘을 몰라주는 거니 왜 oh Mr 애매모호 날 갖고 놀려 하지 마 shoot shoot shoot shoot shoot shoot shoot shoot 괜찮다면 박수 한 번 쳐 주세요 hey Mr 
2014	히히하헤호(With 긱스)	R&B/Soul	너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow On a rainy day 눈가에 고이는 눈물 닦아주고 Sunny day 너무 신기하게 Boy you got a way of making me smile 짜증나는 하루 보내버리고 어두운 표정으로 나타나면 내게 하는 말 Turn that frown upside down 귀찮을 것 같은데도 나도 모르게 I'm smiling 잠에서 깬 상태로 너의 두 눈을 봐 what else do you want me to do 달이 환하게 비치는 너의 두눈에 안겨 ye thats all we wanna do 너의 표정을 비롯해 마음까지도 포용할 수 있어 girl 난 밑 빠진 독 같던 놈들이 아니야 똑같이 보진 말어 i see what you see so come and let me holla back 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow 서로를 알아가는 매일이 내겐 너무 달어 부드러운 카푸치노 거품 같어 우리 소중한 시간이 내겐 너무 짧어 밀고 당기는 데에 유난히 서툰 나라서 비가 오는 날이던 날이 맑은 날이던 니가 웃고 있다면 내겐 좋은 날이 돼 내 마음을 알고 있다면 거기 서 있어 그대로 언제나 너가 내게 처음 웃어주던 그때로 hey 너만보면 나도몰래 히히 니가 웃을땐 나도 하헤호 깊이 빠졌어 내게 완전히 나는 헤엄쳐 인어공주 같이 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow Only you 너만이 나를 달랠 수 있어 alright it's gonna be ok baby We're like Bonnie and Clyde Cheese and wine Yeah 우린 꽤 어울리는 partner 우리 둘 사이는 아무도 못 갈러 약속해 you'll never make me cry 잠에서 깬 상태로 너의 두 눈을 봐 잠에서 깬 상태로 너의 두 눈을 봐 what else do you want me to do what else do you want me to do 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow 너만 보면 난 히히하헤호 너만 보면 난 기분이 좋아져 너만 보면 난 히히하헤호 너만 보면 no more sorrow 
2014	Baton Touch	R&B/Soul	오늘부터 귀 쫑긋 세우기 조금 특별하게 만든 레시피 straight up listen up 지금 바로 시작할테니까 모여 다 can't stop feeling high 느낌 와 이게 무슨일인가 바톤 터치 it's my turn 이젠 내꺼 우후후후후 feel feel feel me 우후후후후 go go go like this 찌릿찌릿한 멜로디 이 음악에 빠져드는 You this is true 기대하는 그대 눈빛 황홀하게 보여줄게 Look at me now 랩으로 돌아가 ain't nobody like this 상관없는 공식 케케묵은 건 관심없어 난 좀 새로운걸 원해 남들이 잘 하지않는 걸 해 easy come easy go 내가 만들어갈 미래 비켜봐 꽤나 멋질테니까 예쁜척 필요없고 이젠 즐겨 우후후후후 feel feel feel me 우후후후후 go go go like this 찌릿찌릿한 멜로디 이 음악에 빠져드는 You this is true 기대하는 그대 눈빛 황홀하게 보여줄게 Look at me now 월화수목금토일 기분좋게 들썩이지 신나게 놀자 Dance With Me 마마 마마 무 월화수목금토일 기분좋게 들썩이지 신나게 놀자 Dance With Me 마마 마마 무 도레미파 Solar 찌릿찌릿한 멜로디 이 음악에 빠져드는 You this is true 기대하는 그대 눈빛 황홀하게 보여줄게 Look at me now 
2014	내맘이야 (화사 Solo)	R&B/Soul	hey baby 뭘 꼬라봐 무슨 구경꺼리라도 났나 가던 길 가 woo ha you you 망사 처음 보냐구 너희 눈엔 낯설어 비호감이라구 i don't care 삐딱한 태도 똥고집 bad girl 멈출 생각이 없는 그녀의 cockiness 내 멋대로 할 거야 난 나폴레옹 오늘도 심도있게 사고 쳐 볼거야 boy i like to drink boy i boy i like to drink boy i like to drink boy i boy i like to drink 쬐끄만게 버르장머리없게 제 멋대로에 말은 징그럽게 안 들어 boy i like to drink boy i boy i like to drink boy i like to drink boy i boy i like to drink 마지막 십대 더 반감이 드네 좀만 더 놀게 내맘이야 don't don't push me 이게 내 모습이야 bad me 좀 추하면 어때 숨겨서 뭘해 있는 그대로에 충분히 즐기는 중인데 don't don't bother me 겁내지 않아 stronger me 신경 쓰지 않아 내맘이야 얼른 돈이나 벌어서 네일샾이나 가야지 개굴개굴 청개구리 같은 여자 하지 말라면 더하는 일곱 살짜리 꼬마 까꿍까꿍 사람들이 다 놀라 막나가는 성격에 다들 몸서리쳐야 어딜 가도 깽판 하난 잘 쳐 대표님도 봤어 막내가 일냈다 하면 다들 비상 huh 제멋대로 내멋대로 다 같이 놀아요 우리 마음대로 네 아빠 10시 반이 넘었다 아 좀만 더 놀다 갈래요 환장하겄다 속터져 속터져 boy i like to drink boy i like to drink boy i boy i like to drink boy i like to drink boy i boy i like to drink 쬐끄만게 버르장머리없게 제 멋대로에 말은 징그럽게 안 들어 boy i like to drink boy i boy i like to drink boy i like to drink boy i boy i like to drink 마지막 십대 더 반감이 드네 좀만 더 놀게 내맘이야 yeah yeah yeah 내맘이야 allright allright allright 내맘이야 uh huh don't don't push me 이게 내 모습이야 bad me bad girl 내맘이야 uh 내맘이야 내 내 내 high don't don't bother me 겁내지 않아 stronger me 내맘이야 hey 내맘이야 hey 돈이나 벌어서 네일샾이나 가야지 
